# freqs(eV) eps1 eps2
3.992278060056018707e-01 2.934008000000000393e+00 6.509399999999999908e-02
4.004657216831385980e-01 2.933969000000000271e+00 6.852000000000001145e-02
4.017113382358077911e-01 2.937435000000000240e+00 6.513199999999999545e-02
4.029516312948087653e-01 2.937435000000000240e+00 6.513199999999999545e-02
4.041864300997545789e-01 2.940864000000000367e+00 6.517000000000000570e-02
4.054288199637020029e-01 2.940825000000000244e+00 6.860000000000000819e-02
4.066655321211614660e-01 2.940825000000000244e+00 6.860000000000000819e-02
4.079098122490532052e-01 2.944294999999999884e+00 6.520800000000000207e-02
4.091482276774567328e-01 2.944294999999999884e+00 6.520800000000000207e-02
4.103941856711121883e-01 2.947689000000000448e+00 6.868000000000000493e-02
4.116340884233058439e-01 2.947689000000000448e+00 6.868000000000000493e-02
4.128677570199790758e-01 2.947648000000000490e+00 7.211400000000001143e-02
4.141088424619228658e-01 2.947689000000000448e+00 6.868000000000000493e-02
4.153434974811554548e-01 2.951124000000000080e+00 6.872000000000000330e-02
4.165855367014976163e-01 2.951124000000000080e+00 6.872000000000000330e-02
4.178209457204951072e-01 2.947648000000000490e+00 7.211400000000001143e-02
4.190637038906905310e-01 2.951083000000000123e+00 7.215599999999999792e-02
4.202996285741880111e-01 2.951083000000000123e+00 7.215599999999999792e-02
4.215428649296196206e-01 2.951124000000000080e+00 6.872000000000000330e-02
4.227790610144572248e-01 2.951124000000000080e+00 6.872000000000000330e-02
4.240225288409703031e-01 2.954561000000000437e+00 6.876000000000000167e-02
4.252587461262208879e-01 2.954561000000000437e+00 6.876000000000000167e-02
4.265021927523209855e-01 2.954561000000000437e+00 6.876000000000000167e-02
4.277381750952173878e-01 2.957999999999999741e+00 6.880000000000000004e-02
4.289813418901796127e-01 2.957999999999999741e+00 6.880000000000000004e-02
4.302317559618977771e-01 2.957999999999999741e+00 6.880000000000000004e-02
4.314594495862322798e-01 2.957999999999999741e+00 6.880000000000000004e-02
4.327092710470097914e-01 2.957958999999999783e+00 7.223999999999999866e-02
4.339511652833282218e-01 2.957958999999999783e+00 7.223999999999999866e-02
4.351849330751130229e-01 2.961441000000000212e+00 6.883999999999999841e-02
4.364257363268672640e-01 2.961441000000000212e+00 6.883999999999999841e-02
4.376581857216976235e-01 2.961400000000000254e+00 7.228200000000001291e-02
4.388976156079851254e-01 2.961400000000000254e+00 7.228200000000001291e-02
4.401440854595466967e-01 2.964843000000000117e+00 7.232399999999999940e-02
4.413819417340680284e-01 2.964843000000000117e+00 7.232399999999999940e-02
4.426267803116622490e-01 2.964884000000000075e+00 6.887999999999999678e-02
4.438627696026195557e-01 2.964884000000000075e+00 6.887999999999999678e-02
4.451056809660732805e-01 2.964843000000000117e+00 7.232399999999999940e-02
4.463395040431266114e-01 2.964843000000000117e+00 7.232399999999999940e-02
4.475801863943529857e-01 2.968288000000000260e+00 7.236600000000001365e-02
4.488277853790171856e-01 2.968288000000000260e+00 7.236600000000001365e-02
4.500660208839106780e-01 2.968288000000000260e+00 7.236600000000001365e-02
4.512946799879871684e-01 2.968288000000000260e+00 7.236600000000001365e-02
4.525465833233555113e-01 2.964843000000000117e+00 7.232399999999999940e-02
4.537888420800076927e-01 2.964843000000000117e+00 7.232399999999999940e-02
4.550212398454921980e-01 2.964884000000000075e+00 6.887999999999999678e-02
4.562603497206878522e-01 2.968368000000000340e+00 6.547400000000000442e-02
4.575062266904048602e-01 2.968368000000000340e+00 6.547400000000000442e-02
4.587419522444211584e-01 2.971814999999999873e+00 6.551200000000000079e-02
4.599843712736503831e-01 2.971775999999999751e+00 6.896000000000000740e-02
4.612163806007726352e-01 2.975225000000000453e+00 6.900000000000000577e-02
4.624550072103681964e-01 2.975225000000000453e+00 6.900000000000000577e-02
4.637003045594274564e-01 2.971775999999999751e+00 6.896000000000000740e-02
4.649348911879840340e-01 2.971775999999999751e+00 6.896000000000000740e-02
4.661760694581880693e-01 2.975225000000000453e+00 6.900000000000000577e-02
4.674238923019782277e-01 2.975225000000000453e+00 6.900000000000000577e-02
4.686606971578140546e-01 2.975225000000000453e+00 6.900000000000000577e-02
4.699040645559966478e-01 2.975225000000000453e+00 6.900000000000000577e-02
4.711361431566336022e-01 2.975225000000000453e+00 6.900000000000000577e-02
4.723746997108230206e-01 2.978676000000000101e+00 6.904000000000000414e-02
4.736197854423551123e-01 2.978676000000000101e+00 6.904000000000000414e-02
4.748532647763297754e-01 2.978676000000000101e+00 6.904000000000000414e-02
4.760931857503252762e-01 2.978715000000000224e+00 6.558799999999999353e-02
4.773395989570328735e-01 2.978715000000000224e+00 6.558799999999999353e-02
4.785740820361281123e-01 2.978715000000000224e+00 6.558799999999999353e-02
4.798149668463611017e-01 2.982129000000000474e+00 6.908000000000000251e-02
4.810623033139320714e-01 2.982168000000000596e+00 6.562600000000000378e-02
4.822973798307843007e-01 2.982168000000000596e+00 6.562600000000000378e-02
4.835388145279034267e-01 2.982168000000000596e+00 6.562600000000000378e-02
4.847866566299108837e-01 2.982168000000000596e+00 6.562600000000000378e-02
4.860219029129741464e-01 2.985622999999999916e+00 6.566400000000000015e-02
4.872634601418734390e-01 2.985622999999999916e+00 6.566400000000000015e-02
4.884921296761345344e-01 2.985622999999999916e+00 6.566400000000000015e-02
4.897463557951481916e-01 2.985659999999999759e+00 6.220799999999999247e-02
4.909681520338166072e-01 2.985622999999999916e+00 6.566400000000000015e-02
4.922155997979265618e-01 2.989080000000000403e+00 6.570199999999999652e-02
4.934497629272455721e-01 2.989080000000000403e+00 6.570199999999999652e-02
4.946901306032785994e-01 2.989080000000000403e+00 6.570199999999999652e-02
4.959367497323988738e-01 2.989117000000000246e+00 6.224400000000000072e-02
4.979284635867458064e-01 2.992576000000000125e+00 6.227999999999999509e-02
