# freqs(eV) eps1 eps2
3.136775475208716246e-01 2.745325000000000237e+00 5.965199999999999669e-02
3.149204659210051438e-01 2.748639999999999528e+00 5.968799999999999106e-02
3.161571486972146738e-01 2.751920000000000144e+00 6.304200000000000081e-02
3.173954571668835545e-01 2.751881000000000022e+00 6.636000000000000232e-02
3.186353150345653251e-01 2.755199999999999871e+00 6.640000000000000069e-02
3.198766445642407530e-01 2.755238999999999994e+00 6.307999999999999718e-02
3.211193665710947998e-01 2.758560000000000123e+00 6.311799999999999355e-02
3.223550190658304726e-01 2.758560000000000123e+00 6.311799999999999355e-02
3.236002177613919728e-01 2.758560000000000123e+00 6.311799999999999355e-02
3.248550737124658028e-01 2.761883000000000088e+00 6.315599999999998992e-02
3.260768151726579078e-01 2.765245000000000175e+00 5.986799999999999761e-02
3.273164218514208468e-01 2.768606999999999818e+00 5.657600000000000129e-02
3.285567824705843409e-01 2.771901000000000170e+00 5.993999999999999329e-02
3.297978066529225760e-01 2.771864000000000328e+00 6.326999999999999291e-02
3.310394025394486905e-01 2.771864000000000328e+00 6.326999999999999291e-02
3.322814767858379148e-01 2.775231999999999921e+00 5.997599999999999459e-02
3.335149628328170079e-01 2.778599999999999959e+00 5.667800000000000615e-02
3.347576408270100390e-01 2.778599999999999959e+00 5.667800000000000615e-02
3.360005079487797253e-01 2.781899999999999817e+00 6.004799999999999027e-02
3.372342919436956965e-01 2.785236999999999963e+00 6.008399999999999852e-02
3.384771701695323820e-01 2.785271999999999970e+00 5.674600000000000477e-02
3.397199348780680639e-01 2.788610999999999951e+00 5.678000000000000408e-02
3.409531059099650818e-01 2.788610999999999951e+00 5.678000000000000408e-02
3.421952622905158337e-01 2.791952000000000211e+00 5.681400000000000339e-02
3.434369890947611137e-01 2.795259999999999856e+00 6.019199999999999551e-02
3.446781780687211971e-01 2.798605000000000231e+00 6.022799999999999682e-02
3.459187194718478797e-01 2.798640000000000239e+00 5.688200000000000894e-02
3.471585020806958188e-01 2.801987000000000005e+00 5.691600000000000131e-02
3.483974131933001428e-01 2.801987000000000005e+00 5.691600000000000131e-02
3.496353386342734848e-01 2.805301000000000045e+00 6.029999999999999943e-02
3.508721627606399274e-01 2.805301000000000045e+00 6.029999999999999943e-02
3.521177684050430523e-01 2.808686999999999934e+00 5.698399999999999993e-02
3.533521073674752433e-01 2.808686999999999934e+00 5.698399999999999993e-02
3.545951306537958314e-01 2.812040000000000095e+00 5.701800000000000618e-02
3.558367173696286301e-01 2.812005000000000088e+00 6.037199999999999511e-02
3.570767450984957958e-01 2.815322999999999798e+00 6.376400000000000123e-02
3.583150899748561158e-01 2.815322999999999798e+00 6.376400000000000123e-02
3.595516266946022776e-01 2.815359999999999641e+00 6.040799999999999642e-02
3.607967274854490536e-01 2.815359999999999641e+00 6.040799999999999642e-02
3.620293381408581923e-01 2.818717000000000361e+00 6.044399999999999773e-02
3.632703997453844980e-01 2.822038999999999742e+00 6.383999999999999397e-02
3.645092827456332674e-01 2.822038999999999742e+00 6.383999999999999397e-02
3.657566447374467900e-01 2.825436999999999976e+00 6.051600000000000035e-02
3.669908460605603717e-01 2.825436999999999976e+00 6.051600000000000035e-02
3.682334049097110706e-01 2.825400000000000134e+00 6.387800000000000422e-02
3.694733958133912810e-01 2.828762999999999916e+00 6.391600000000000059e-02
3.707106815162197755e-01 2.828723999999999794e+00 6.727999999999999259e-02
3.719562818621177658e-01 2.828762999999999916e+00 6.391600000000000059e-02
3.731878139635184111e-01 2.832128000000000423e+00 6.395399999999999696e-02
3.744275282611050359e-01 2.832128000000000423e+00 6.395399999999999696e-02
3.756755065694019069e-01 2.832089000000000301e+00 6.732000000000000484e-02
3.769089145253069484e-01 2.832048000000000343e+00 7.068600000000001271e-02
3.781504481443855870e-01 2.832089000000000301e+00 6.732000000000000484e-02
3.793885784366576308e-01 2.832128000000000423e+00 6.395399999999999696e-02
3.806348430697194529e-01 2.832128000000000423e+00 6.395399999999999696e-02
3.818657984264497984e-01 2.835494999999999877e+00 6.399199999999999333e-02
3.831165794237059163e-01 2.835455999999999754e+00 6.736000000000000321e-02
3.843517497461085841e-01 2.835455999999999754e+00 6.736000000000000321e-02
3.855949102229884740e-01 2.835494999999999877e+00 6.399199999999999333e-02
3.868340689310776903e-01 2.835494999999999877e+00 6.399199999999999333e-02
3.880690708100401065e-01 2.838864000000000498e+00 6.403000000000000358e-02
3.893119836502644260e-01 2.838864000000000498e+00 6.403000000000000358e-02
3.905505809648450732e-01 2.838864000000000498e+00 6.403000000000000358e-02
3.917847040166204664e-01 2.842235000000000067e+00 6.406799999999999995e-02
3.930266513443850807e-01 2.842271999999999910e+00 6.069599999999999301e-02
3.942639597834442511e-01 2.845608000000000359e+00 6.410599999999999632e-02
3.955090833006881246e-01 2.842235000000000067e+00 6.406799999999999995e-02
3.967493997859190547e-01 2.842195999999999945e+00 6.743999999999999995e-02
3.979847444326379824e-01 2.842235000000000067e+00 6.406799999999999995e-02
3.992278060056018707e-01 2.845645000000000202e+00 6.073199999999999432e-02
4.004657216831385980e-01 2.845680000000000209e+00 5.735800000000000620e-02
4.017113382358077911e-01 2.849019999999999886e+00 6.076799999999999563e-02
4.029516312948087653e-01 2.848983000000000043e+00 6.414399999999999269e-02
4.041864300997545789e-01 2.848983000000000043e+00 6.414399999999999269e-02
4.054288199637020029e-01 2.849019999999999886e+00 6.076799999999999563e-02
4.066655321211614660e-01 2.852432000000000301e+00 5.742600000000000482e-02
4.079098122490532052e-01 2.852397000000000293e+00 6.080399999999999694e-02
4.091482276774567328e-01 2.852397000000000293e+00 6.080399999999999694e-02
4.103941856711121883e-01 2.855738999999999805e+00 6.421999999999999931e-02
4.116340884233058439e-01 2.855775999999999648e+00 6.083999999999999131e-02
4.128677570199790758e-01 2.855775999999999648e+00 6.083999999999999131e-02
4.141088424619228658e-01 2.855775999999999648e+00 6.083999999999999131e-02
4.153434974811554548e-01 2.855775999999999648e+00 6.083999999999999131e-02
4.165855367014976163e-01 2.855775999999999648e+00 6.083999999999999131e-02
4.178209457204951072e-01 2.855810999999999655e+00 5.746000000000000413e-02
4.190637038906905310e-01 2.859192000000000178e+00 5.749400000000000344e-02
4.202996285741880111e-01 2.859225000000000350e+00 5.411200000000000038e-02
4.215428649296196206e-01 2.859192000000000178e+00 5.749400000000000344e-02
4.227790610144572248e-01 2.862574999999999648e+00 5.752800000000000274e-02
4.240225288409703031e-01 2.862574999999999648e+00 5.752800000000000274e-02
4.252587461262208879e-01 2.862607999999999819e+00 5.414399999999999769e-02
4.265021927523209855e-01 2.865993000000000457e+00 5.417600000000000193e-02
4.277381750952173878e-01 2.865993000000000457e+00 5.417600000000000193e-02
4.289813418901796127e-01 2.865960000000000285e+00 5.756200000000000899e-02
4.302317559618977771e-01 2.869346999999999870e+00 5.759600000000000136e-02
4.314594495862322798e-01 2.869380000000000042e+00 5.420799999999999924e-02
4.327092710470097914e-01 2.869380000000000042e+00 5.420799999999999924e-02
4.339511652833282218e-01 2.869380000000000042e+00 5.420799999999999924e-02
4.351849330751130229e-01 2.872769000000000350e+00 5.424000000000000349e-02
4.364257363268672640e-01 2.872736000000000178e+00 5.763000000000000761e-02
4.376581857216976235e-01 2.872736000000000178e+00 5.763000000000000761e-02
4.388976156079851254e-01 2.872769000000000350e+00 5.424000000000000349e-02
4.401440854595466967e-01 2.872769000000000350e+00 5.424000000000000349e-02
4.413819417340680284e-01 2.872769000000000350e+00 5.424000000000000349e-02
4.426267803116622490e-01 2.876160000000000050e+00 5.427200000000000080e-02
4.438627696026195557e-01 2.876160000000000050e+00 5.427200000000000080e-02
4.451056809660732805e-01 2.879553000000000473e+00 5.430400000000000504e-02
4.463395040431266114e-01 2.879584000000000366e+00 5.090999999999999692e-02
4.475801863943529857e-01 2.879553000000000473e+00 5.430400000000000504e-02
4.488277853790171856e-01 2.879520000000000302e+00 5.769800000000000623e-02
4.500660208839106780e-01 2.879485000000000294e+00 6.109200000000000047e-02
4.512946799879871684e-01 2.879520000000000302e+00 5.769800000000000623e-02
4.525465833233555113e-01 2.879520000000000302e+00 5.769800000000000623e-02
4.537888420800076927e-01 2.876160000000000050e+00 5.427200000000000080e-02
4.550212398454921980e-01 2.876160000000000050e+00 5.427200000000000080e-02
4.562603497206878522e-01 2.879553000000000473e+00 5.430400000000000504e-02
4.575062266904048602e-01 2.879553000000000473e+00 5.430400000000000504e-02
4.587419522444211584e-01 2.882978999999999736e+00 5.093999999999999917e-02
4.599843712736503831e-01 2.882978999999999736e+00 5.093999999999999917e-02
