# freq(eV) epsO1 epsO2 epsE1 epsE2
1.234469729383075753e+00 2.902248979697423792e+00 2.331228573648656432e+00 2.372218915160407171e+00 5.870653497712573277e+00
1.238714695599685944e+00 2.888920098892923338e+00 2.320452267849615335e+00 2.284576478571911373e+00 5.844929962529204381e+00
1.242959661816295913e+00 2.876011390602728035e+00 2.309689440119312209e+00 2.196939598787649217e+00 5.819200870541610726e+00
1.247204628032906104e+00 2.863097934866811300e+00 2.298931359834730070e+00 2.109304019979796330e+00 5.778393809665704595e+00
1.251449594249516295e+00 2.850179611205336805e+00 2.288170147095077045e+00 2.021668441171941222e+00 5.709843434380993621e+00
1.255694560466126486e+00 2.837250542176513513e+00 2.277390343295798480e+00 1.933899963176220593e+00 5.630577732256743850e+00
1.259939526682736677e+00 2.824336147993126822e+00 2.266622774867391943e+00 1.862414896146716625e+00 5.550097139975626703e+00
1.264184492899346868e+00 2.811422861532115736e+00 2.255857635528313754e+00 1.811838763921352013e+00 5.469689661963098359e+00
1.268429459115956837e+00 2.798493792503292443e+00 2.245084527259346263e+00 1.785822927445299468e+00 5.389275464307414332e+00
1.272674425332567028e+00 2.785574724814929848e+00 2.234318937345774803e+00 1.760294032666962716e+00 5.308796833293933481e+00
1.276919391549177218e+00 2.772660905383525609e+00 2.223556109615472121e+00 1.734751393907285610e+00 5.228267809508718500e+00
1.281164357765787187e+00 2.759752197093330750e+00 2.212793281885169439e+00 1.709247307704422125e+00 5.147860331496194597e+00
1.285409323982397378e+00 2.746828431214496380e+00 2.197526784757580121e+00 1.683743221501557530e+00 5.067452853483668029e+00
1.289654290199007569e+00 2.734581926279854525e+00 2.179346932626303968e+00 1.658238110597240578e+00 4.988024990059592767e+00
1.293899256415617760e+00 2.724427432290829731e+00 2.157099298659566067e+00 1.632727166613734626e+00 4.914173550339599572e+00
1.298144222632227951e+00 2.718610351137468850e+00 2.134825342397390191e+00 1.607192436942951996e+00 4.840757033560598721e+00
1.302389188848838142e+00 2.714239936506627870e+00 2.112551621277269920e+00 1.581656795914654356e+00 4.767562644380268111e+00
1.306634155065448111e+00 2.709874640538995738e+00 2.090303987310532907e+00 1.556152709711790427e+00 4.694458702750117673e+00
1.310879121282058302e+00 2.705509344571363606e+00 2.068056353343795006e+00 1.530648623508926276e+00 4.621354761119966348e+00
