# freq(eV) IEx(real) IEx(imag) IEy(real) IEy(imag) TEx(real) TEx(imag) TEy(real) TEy(imag) REx(real) REx(imag) REy(real) REy(imag) Transmission Reflection Absorption deltaThetaT deltaThetaR
7.293187496064689190e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.621454658989197606e-01 -3.726690481912544595e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.864956574469240125e-01 -4.126893820427383064e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.773188374902730180e-01 2.523922877867624259e-01 1.702888747229645561e-01 1.631761199659756689e-01 6.931611556231048743e-01
7.335637158230791099e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.644507448253661464e-01 -3.753214116693243674e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.835376245428310460e-01 -4.152655235612211504e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.823609543564383095e-01 2.528390395899665632e-01 1.648000060535951272e-01 1.636686226901580277e-01 6.906929295211051700e-01
7.378086820396891898e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.692534244664453125e-01 -3.778669928322663241e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.781012809187259904e-01 -4.174183281390514422e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.906836104321639969e-01 2.515783831150369965e-01 1.577380064527990067e-01 1.636083072929890858e-01 6.870732603412789130e-01
7.420536482562993807e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.718196161846665682e-01 -3.747390455289681954e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.756046904446436407e-01 -4.141947168926284895e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.917709489344747942e-01 2.475152088968525232e-01 1.607138421686726826e-01 1.619591787388973136e-01 6.868874927409226450e-01
7.462986144729094606e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.740872537544969623e-01 -3.721457610374184766e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.733420293329296702e-01 -4.115379226736773366e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.928860931323989281e-01 2.440793267984098236e-01 1.630345800691912483e-01 1.605662699694099527e-01 6.866220644627774039e-01
7.505435806895196515e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.766784459543419006e-01 -3.707135858925541538e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.706125559636752276e-01 -4.099930636986510724e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.953222819844993241e-01 2.413254677261994219e-01 1.633522502893012540e-01 1.595323623554241177e-01 6.857026613805697890e-01
7.547885469061297314e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.794171315127405242e-01 -3.700279173878313621e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.676440492356732537e-01 -4.091728860028251979e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.985282982393763662e-01 2.390557877311484669e-01 1.624159140294751669e-01 1.587435525854547225e-01 6.843838757332347811e-01
7.590335131227399224e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.814982827202614724e-01 -3.693304309199360036e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.653316868023891106e-01 -4.084192895814701130e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.008448765541710701e-01 2.372072201236338218e-01 1.619479033221951081e-01 1.580832602933573139e-01 6.833887479306000046e-01
7.632784793393500022e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.839991106447798064e-01 -3.682584618643633956e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.626471177566254145e-01 -4.072351094547203010e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.034690780975565660e-01 2.348239428384606697e-01 1.617069790639827642e-01 1.572088325261736530e-01 6.823337542790134380e-01
7.675234455559601932e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.865407487707253509e-01 -3.674626402931040481e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.598878928927175758e-01 -4.063166220240318482e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.063669917338474491e-01 2.326349142052366314e-01 1.609980940609159195e-01 1.564298796731889152e-01 6.811320005291972013e-01
